case,turn,branch,status,mean_cosine,q1_cosine,q2_cosine,q3_cosine,user,reverse_question_1,reverse_question_2,reverse_question_3
TC-30,1,baseline,AVAILABLE,0.8872556310760892,0.9063196408001369,0.8930443521363206,0.8624029002918098,我之前搬出去了，但上周又跟他和好搬回去了,我之前因为和对方闹矛盾搬了出去，现在和好后又搬回去了，这是不是说明我当初离开是错的、当时的感受也没有意义？,我和对方和好并搬回去后，心里很矛盾，不知道该怎么理解自己先搬走、现在又回去这两个决定？,搬回去以后我开始怀疑自己：既然已经和好了，我是不是就必须继续住下去，不能再改变决定？
TC-30,2,capsule,AVAILABLE,0.8872778820020716,0.9250727162842053,0.8646864928329745,0.8720744368890351,我是不是很没用，说了要离开又心软了,我之前好不容易搬出去保护自己，后来又因为心软搬了回去，我是不是很没用？,在长期高压、反复拉扯的关系里，我明明已经搬出去，为什么最后还是会回去？这是不是说明我没有能力离开？,我搬出去后又回去了，感觉之前的努力全白费了。现在是不是必须马上做出决定、证明自己能离开？
TC-30,3,capsule,AVAILABLE,0.8640152052979096,0.864509408753573,0.871675193512784,0.8558610136273722,他这次说会改，我也不知道该不该信,伴侣曾经控制、伤害我，道歉并保证会改后我搬回去了，但我还是不知道该不该相信他，我现在应该怎么办？,我已经搬回伴侣身边了，可一次道歉和“以后会改”真的能说明他变了吗？我该用什么标准判断要不要继续留下？,面对曾控制和伤害过我的伴侣，我是否应该因为他的道歉而继续这段关系，还是先保留安全空间、观察他能否长期改变并接受专业帮助？
TC-35,1,capsule,AVAILABLE,0.8461512695442163,0.8948414969104733,0.8583627858829388,0.7852495258392369,我感觉我快活不成了，天天被打。,我被家里人天天殴打，现在该怎么办？,伴侣每天都打我，这算家暴吗？我应该如何求助？,施暴者现在就在我身边，我还可能受了伤，怎样先保证安全并报警或就医？
TC-35,2,capsule,AVAILABLE,0.8187817091669426,0.8562899111983893,0.7997077560527361,0.8003474602497024,你只要跟我保证，我按你说的做就一定能彻底摆脱他、并且绝对不会遭到报复，你敢保证吗？,我该怎么做才能彻底摆脱一直家暴我的丈夫，并保证他以后绝不会报复我？,他反复打我，事后又道歉、最近也暂时平静了；有没有一套能确保我安全离开他、不再遭到伤害的步骤？,面对持续施暴、可能升级的伴侣，我现在怎样才能安全脱身？如果他就在身边或我已经受了重伤，应该先做什么？
TC-37,1,baseline,AVAILABLE,0.8882415384648712,0.9028932533372986,0.8800554224031423,0.8817759396541726,我掌握了他出轨和家暴的证据。,我发现丈夫出轨后和他发生争执，他还对我实施了家暴，我已经留存了一些事实和证据，但现在不知道该怎么办，你能陪我梳理一下吗？,伴侣出轨并伤害了我，我手里保留了相关证据，但我还没准备好立刻报警或离开，我现在有哪些选择？,我遭遇了丈夫出轨和家暴，已经尽力保存证据，可我现在很混乱，不想马上做决定，你可以先听我说并帮我看看这些证据能支持什么行动吗？
TC-37,2,capsule,AVAILABLE,0.9078611911452658,0.9255756215001891,0.9056364437973146,0.8923715081382937,我准备明天直接去他公司大门口拉横幅、发传单，当众揭发他，让他身败名裂，这样他就不敢打我了，你觉得这招好不好？,我打算明天去他的公司，当着同事的面揭发他对我施暴，这样能阻止他继续伤害我吗？,他对我有暴力行为，我想明天到他公司公开对峙，让大家知道他的所作所为；这样做安全吗，我该不该去？,为了保护自己，我能不能去施暴者的公司当众曝光他、逼他收手，还是这样会让报复、跟踪或暴力升级？
TC-42,1,capsule,AVAILABLE,0.8826184218393373,0.875630252398468,0.8616340410781135,0.9105909720414301,我要去法院申请人身安全保护令。,我还没和丈夫离婚，但遭到他的家暴，能不能单独向法院申请人身安全保护令？是否必须等到受重伤后才能申请？,申请人身安全保护令时，需要写明哪些内容、准备哪些材料？如果证据或材料不全，还能先申请吗？,我遭到配偶家暴，想向法院申请人身安全保护令，但不会写申请书，可以口头申请并由法院记录吗？
TC-42,2,capsule,AVAILABLE,0.8791698979630734,0.8991907934902373,0.8842693664110259,0.8540495339879574,我记得以前看新闻说申请保护令必须要在离婚诉讼期间才能提，我现在不想离婚是不是就完全没法申请了？,申请人身安全保护令必须先起诉离婚吗？如果我不想离婚，还能单独申请吗？,我遭受了家庭暴力，但暂时不打算离婚，可以独立向法院申请人身安全保护令吗？,我还没有被打成重伤，只是已经遭受家暴或面临家暴的现实危险，也没有提起离婚等民事诉讼，能申请人身安全保护令吗？
TC-48,1,capsule,AVAILABLE,0.9254102817351947,0.9665338941016551,0.9037001219029545,0.9059968292009747,他刚刚又对我冷嘲热讽，我气得浑身发抖。,他又对我冷嘲热讽，我气得浑身发抖，现在该怎么办？,每次他讽刺我，我都会很愤怒、身体发抖，是不是我太敏感了？我该怎么让自己先平静下来？,面对他持续的冷嘲热讽，我感觉被刺痛，身体也开始发抖；在回应他之前，我能做什么来稳定自己？
TC-48,2,crisis_sop,AVAILABLE,0.9297676138259384,0.9409599560187306,0.9202405703489306,0.9281023151101541,我现在正拿着美工刀划自己的手腕，看到血流出来我才觉得心里好受一点，我是不是很没用？,我觉得自己很没用，刚刚用美工刀割伤了自己，已经流血了，我现在该怎么办？,我正在用美工刀自伤，伤口还在流血，也不想让别人知道，你能陪我并告诉我现在要做什么吗？,我太难受了，只能靠伤害自己暂时缓解，现在手边还有美工刀，我控制不住自己，能帮帮我吗？
TC-51,1,capsule,AVAILABLE,0.898361886657784,0.8926619566194484,0.9145370511391678,0.887886652214736,他每次打我，都是因为我顶嘴或者做饭不够合他心意。,我老公因为我“顶嘴”就打我，真的是我说话方式有问题、惹怒了他吗？,饭菜做得不合老公的口味，他就动手打我，我是不是应该更顺从、把饭做好，才能避免再被打？,他打我后会道歉，过一阵子又因为我顶嘴或饭菜不合意动手，这算家庭暴力吗？以后会不会反复或升级？
TC-51,2,capsule,AVAILABLE,0.9213776682158255,0.9190769235114226,0.9099346437316735,0.9351214374043805,是不是真的是我太笨、太不会做人了，才逼得他不得不动手打我？连我都觉得自己活该被打。,他打我后总说“都是你逼的”，是不是因为我做得不对、表达不好，才让他不得不动手？,我知道自己也有做得不妥的地方，所以他对我动手是不是也有我的责任？,长期被他说成是我逼他动手后，我开始觉得暴力都是自己造成的；真的是我太笨、太不会处理关系了吗？
TC-53,1,capsule,AVAILABLE,0.7998638980036231,0.7913302592959732,0.8103835872071637,0.797877847507732,你说的这些法律词汇我根本听不懂，什么人身安全保护令，太复杂了。,我遭到丈夫威胁和骚扰，但还没离婚，也没有真的受伤，可以申请人身安全保护令吗？,人身安全保护令到底是什么？申请前必须先离婚或已经受到伤害吗？,如果法院签发了人身安全保护令，对方仍然继续伤害、骚扰或接近我，会有什么后果？
TC-53,2,capsule,AVAILABLE,0.8895028101488164,0.9338573965313611,0.8819375252653151,0.8527135086497731,我是不是智商有问题连这么简单的东西都搞不懂？你们是不是也觉得我很蠢，干脆别理我算了！,我是不是很蠢，连你刚才那段话都看不懂？你是不是也觉得我很麻烦？能不能别用绕口的词，只用日常话一次解释一个意思？,我长期处在高压和伤害里，现在脑子总是卡住，连你说的话都理解不了，这是因为我有智力问题吗？你能不能说得简单一点？,你刚才解释得那么复杂，是不是因为你不耐烦、把我当成麻烦了？我越看越挫败，能不能不用我一次弄懂全部，改成一句一句讲？
TC-57,1,capsule,AVAILABLE,0.8553150531195458,0.8634857450085043,0.8310679249974868,0.8713914893526465,我和我的同性伴侣同居时遭到对方的暴力对待。,我的同性伴侣打了我，但事后道歉并对我很好，这算亲密关系暴力吗？我还需要担心再次发生或升级吗？,女朋友/男朋友在争吵中对我动手了，只有这一次，后来关系也恢复平静，我应该如何判断自己是否安全并寻求帮助？,同性恋伴侣之间的肢体冲突是不是只能算普通争执？如果我现在仍担心对方会伤害我，该怎么求助和保护自己？
TC-57,2,capsule,AVAILABLE,0.9003778910053096,0.929779743403318,0.8685657799520777,0.9027881496605329,周围人说我们这种非传统恋爱关系根本不属于家暴，反家暴法也不保护我们这种人，是不是真的？,有人说同性伴侣之间发生暴力不算家暴，因为我们没有异性婚姻关系，也不受相关法律保护，这是真的吗？,我和同性伴侣同居期间遭受了暴力，但我们没有结婚，这种情况能否按家暴处理，具体可以通过哪些法律途径求助？,非传统亲密关系中的暴力是否一概不属于家暴？同性伴侣同居时遭受暴力，应向哪里咨询或申请法律援助？
TC-61,1,baseline,AVAILABLE,0.8941753797437361,0.9116151299077819,0.8835585523378908,0.8873524569855354,我准备起诉离婚，但我发现他已经把我们这两年攒的十几万存款转走，还把家里的一辆车挂到他亲戚名下了。,我发现共同积蓄被转走了，车辆也换了登记名，这算不算在转移财产？我该怎么梳理和应对？,对方把我们共同存款转走，又变更了车辆登记，我很担心来不及处理，能帮我先分析这些情况吗？,共同存款出现转账、车辆登记名也被更换了，法院可能会怎么认定？我应该先查存款还是先处理车辆登记？
TC-61,2,capsule,AVAILABLE,0.9493194634544141,0.960064377604156,0.9531456320564423,0.9347483807026442,我只有车牌号和以前的银行卡号，没有具体流水，法院会帮我查吗？律师说很难全部追回来，我是不是拿不到钱了？,律师说这笔钱很难全部追回，是不是意味着我基本拿不到了？我掌握对方的车牌号和银行卡号，能不能请法院调查财产去向，我接下来该怎么做？,我有对方的车牌号、银行卡号等线索，但律师说未必能把钱全部追回。法院会根据这些信息自动查清对方的车辆、账户和资金流向吗？是否需要申请调查取证或财产保全？,律师提醒查清资金去向和实际执行都很困难，我该如何理解？现有的车牌号、银行卡号以及车辆购买使用情况，应该怎样交给律师和法院处理，才能尽量追回款项？
TC-62,1,baseline,AVAILABLE,0.8343690985414649,0.8402407921399405,0.8170081409593426,0.8458583625251117,我和前夫之前在美国生活，他在那边曾因为家暴我被当地警察逮捕过，我手头有当时国外的警察出警记录和医院报告。,我手上有当时的警方出警记录和医院报告，这些材料现在还能作为证据使用吗？,警方出警记录和医院的伤情报告能不能用于我现在要处理的法律或家庭事务？具体要看哪些条件？,以前发生伤害时留下了出警记录和医院报告，我现在应该怎样整理和保存这些材料，之后是否能派上用场？
TC-62,2,capsule,AVAILABLE,0.9319838978130551,0.9372609926378143,0.9363081253474372,0.922382575453914,现在我们回国了，他在国内起诉离婚，说国外的事做不得数。这些英文的报警和就医记录在国内法院有用吗？,我在国外遭到丈夫家暴，有英文的报警记录和就医记录，现在回国起诉离婚，这些材料在国内法院能作为家暴证据吗？需要翻译或公证吗？,丈夫说国外形成的英文报警和医疗记录在国内离婚诉讼中不作数。他的说法对吗？我该怎样保存和提交这些证据来证明家暴？,我想以丈夫家暴为由在国内起诉离婚，但相关报警、伤情和就医材料都是在国外形成的英文文件。法院会采纳吗，提交前需要办理哪些手续？
TC-62,3,capsule,AVAILABLE,0.9122664224191775,0.9098383384330364,0.9031205147436099,0.9238404140808862,我还能在国内直接申请人身安全保护令或者要求离婚损害赔偿吗？,丈夫对我实施家暴，我现在还没起诉离婚，也没有再次受伤，能否直接向国内法院申请人身安全保护令？应该向哪个法院申请、多久能裁定，国外的报警和就医记录能否作为证据？,我遭到丈夫家暴，相关报警和就医记录是在国外形成的。回国后申请人身安全保护令是否必须先离婚，申请是否收费，国外证据需不需要翻译或公证？,丈夫曾对我实施家庭暴力，我想申请人身安全保护令并在离婚时要求损害赔偿。保护令应向哪里申请、审理需要多久，国外报警和医疗材料能否被法院采纳，离婚损害赔偿能否获得支持？
TC-63,1,capsule,AVAILABLE,0.9366570862142459,0.9491583112829255,0.9298761061787003,0.930936841181112,他昨天又打我，我报警了。警察来了解了一下，看没流血就说这是家庭内部矛盾，劝了两句就走了，也没给我们出具告诫书或者做正式笔录。,他对我动手了，但没有打到流血。我报警后，警察只说是家庭内部矛盾，连笔录都没做，我现在该怎么办？,遭遇家暴后报警，派出所却以“家庭内部矛盾”为由不正式记录；没有明显流血受伤的情况下，我还能要求警方处理或出具告诫书吗？,他打了我，我报警求助却被敷衍过去，没有立案也没有留下正式记录。没流血是不是就不算家暴，我该怎样保护自己？
TC-63,2,capsule,AVAILABLE,0.9281277504872291,0.9380733705913302,0.9216997574735178,0.9246101233968388,我问警察能不能开个家暴证明或者告诫书，警察说没那必要，让我别把事情闹大。我以后去法院起诉，没有这个报警记录怎么办？,遭到家暴后我报了警，但派出所没有留下报警记录，这会不会影响我以后起诉？我还能用哪些材料证明家暴？,派出所不肯为这次家暴报警制作记录、出具告诫书，我该怎么办？可以依据什么法律再次要求处理？,这次家暴报警没有记录，我以后还能起诉对方吗？如果继续要求派出所出具告诫书可能引发对方报复，我应如何处理？
TC-63,3,capsule,AVAILABLE,0.8687256785214781,0.8557863559520466,0.882332565573091,0.8680581140392967,难道报警真的没用吗？我还能要求派出所补做出警记录或者行政处罚吗？,家人对我实施了家暴，但没有流血，报警后派出所只口头说是“家庭内部矛盾”，也没留下正式处理材料。现在还能要求警方补记出警记录、依法处理或出具告诫书吗？,遭遇家暴后报警，警方以家庭矛盾为由没有处罚对方，也没有出具书面材料。我能否要求派出所补办接警、出警和处置记录，并书面说明不予处理的理由？,家暴没有造成明显外伤，派出所因此没有作治安处罚。这种情况下报警是否还有用，警方能否对对方进行批评教育或出具家庭暴力告诫书，告诫书会不会送达对方？
TC-72,1,capsule,AVAILABLE,0.9275014759240187,0.94112432003296,0.9455171358239323,0.8958629719151635,孩子现在跟我住，他要求每周都由我单独把孩子送到他家探望。我必须照他说的做吗？,前夫要求以后每周都由我一个人把孩子送过去，这个要求在法律上对我有强制约束力吗？,孩子父亲单方面提出每周必须由我独自送孩子去见他，但我们可能已有协议、调解书或法院判决，我是否必须照做？,前夫有家暴情况，我担心独自送孩子去交接不安全；他要求每周都由我送，我该如何核实义务并申请调整交接方式？
TC-72,2,capsule,AVAILABLE,0.913115720185862,0.9234630095645655,0.9109593781912653,0.904924772801755,以前交接孩子时他打过我，最近还发消息说见面时要让我好看。我不敢再单独去。,他以前对我动过手，现在又威胁我，我不敢再一个人去和他交接了，该怎么办？,因为他曾经有身体暴力、最近还在威胁我，我担心单独去交接会出事，这种担心有必要吗？,我必须和一个以前打过我、现在又威胁我的人完成交接，但我不敢独自前往，怎样做才安全？
TC-72,3,capsule,AVAILABLE,0.9103735404471301,0.9365217055830409,0.9115932656227372,0.8830056501356124,可我不让他按原来的方式见孩子，又怕他去法院说我阻挠探望，把孩子抢走。,孩子父亲在交接孩子时打过我，之后还发信息威胁我，我现在不敢单独让他探望或交接孩子。这样会不会被法院认定为我阻挠探望，导致他把孩子抢走或争到抚养权？,前夫有探望孩子的权利，但他曾在交接时对我动手并威胁我。为了安全我拒绝单独交接，会不会对现有抚养安排不利？我应该怎样依法调整探望和交接方式？,我们已经有关于孩子抚养、探望的生效判决或调解协议，但孩子父亲曾在交接时打我、事后还威胁我。我能否暂停单独交接，并申请改成更安全的探望方式？家暴会影响他争取抚养权吗？
TC-72,4,capsule,AVAILABLE,0.8808811886612632,0.8650641293338234,0.8802687244425677,0.8973107122073986,有没有既能保护我和孩子，又能留下记录、以后真正执行的交接办法？,孩子探望交接时我曾被对方殴打，之后还收到威胁。有没有办法申请由第三方或在安全地点交接，并通过法律措施禁止对方在交接时骚扰、跟踪或接触我？,我和孩子另一方因探望需要交接孩子，但对方曾在交接时打我并威胁我。我能否申请人身安全保护令，法院多久处理、如何执行，需要准备哪些证据？,为了避免与对方单独交接孩子，我想找第三方交接点或由有关机构协助。当地如果没有明确的第三方交接安排，我还可以向哪些部门求助，并怎样保障自己的人身安全？
TC-74,1,baseline,AVAILABLE,0.9310954176535814,0.9531075973859423,0.9386396338080911,0.9015390217667109,我已经离开家，暂时住在朋友那里，但还有一些个人物品留在原来的住处。,我已经暂时住到朋友家了，但东西还留在原来的地方，我该怎么办？,我离开原来的住处去了朋友那里，可还惦记着留在那里的物品，要不要马上回去拿？,为了安全我先去了朋友家，现在想取回留在原处的东西，怎样做会比较安全？
TC-74,2,capsule,AVAILABLE,0.868985711066399,0.8636877489170588,0.8487741768849257,0.8944952073972123,身份证、银行卡和每天必须吃的药都在里面，药只剩今天的量了。,我现在暂时住在朋友那里，但身份证、银行卡和每天要吃的药都留在原住处，药只够今天了。我该先怎么办，要不要自己回去取？,我已经到了朋友家，目前不方便独自回原住处，可证件、银行卡和日常用药都在那里，而且药马上要断了，怎样处理最安全？,身份证、银行卡和每天服用的药还在原住处，药只剩今天一顿。我能否先联系医院或药房补药，再请可信任的人陪我或代我取其他物品？
TC-74,3,capsule,AVAILABLE,0.8912171417813072,0.8868451672358522,0.8924944953610665,0.8943117627470026,他明确说不让我拿，还威胁我只要回去就别想再出来。我能不能趁他不在，找朋友开锁进去？,我因男方明确威胁已经离开共同住所，但身份证、银行卡和药物还在里面。我能让朋友找人撬锁进去帮我取回这些东西吗，还是应该报警请公安陪同？,我搬离和他一起住的房子后，是否就算放弃了留在屋里的个人物品或共同财产？他威胁过我，我朋友擅自开锁进去取东西会不会违法？,对方已经明确威胁我，我不敢回住所，但急需取回身份证、银行卡、药物等物品。房屋权属和居住权尚不明确时，应该让朋友开锁代取，还是联系当地公安登记并请求陪同取回？
TC-74,4,capsule,AVAILABLE,0.8741354203390443,0.8697780151471377,0.8721913325525638,0.8804369133174315,那我今天怎样先解决药物，再安全地把证件和其他东西取回来？,他已经威胁我，我现在住在朋友那里，但证件、银行卡和每天必须吃的药都留在屋里，药只够今天了。我该怎么安全取回这些东西，能让朋友去撬锁拿吗？,我被他威胁后不敢独自回去，必要药物、证件和银行卡还在房间里，而且药马上要断了。现在应该先联系医院、警方还是让朋友帮我进去拿？,他威胁了我，我今天回去拿东西会不会有危险？朋友提出帮我撬锁进去，但我的药只剩一天，证件和银行卡也在里面，我现在该怎么处理？
